product_name,product_group,price_per_unit,tier,seller,date,margin
cebolla blanca,cebolla,6.41271630693579,local,local_market_30.4,2026-02-13,0.303822716500144
cebolla blanca,cebolla,6.21740314154497,local,local_market_26.9,2026-02-13,0.268850088503677
cebolla blanca,cebolla,6.28506282249461,local,local_market_25.4,2026-02-13,0.254401529650204
cebolla blanca,cebolla,6.81433548019644,local,local_market_34.1,2026-02-13,0.340787517465651
cebolla blanca,cebolla,6.27778074217002,local,local_market_32.1,2026-02-13,0.321283746836707
cebolla blanca,cebolla,6.42799528462958,local,local_market_28.1,2026-02-13,0.280753513542004
cebolla blanca,cebolla,6.48150339124684,local,local_market_33.1,2026-02-13,0.331201915256679
cebolla blanca,cebolla,5.87755805010993,local,local_market_16.8,2026-02-13,0.167691976972856
cebolla blanca,cebolla,6.24002006320342,local,local_market_23.2,2026-02-13,0.232465789746493
cebolla blanca,cebolla,6.26639050865482,local,local_market_29.6,2026-02-13,0.295548538828734
cebolla blanca,cebolla,6.56899475131131,local,local_market_29.9,2026-02-13,0.299026922357734
cebolla blanca,cebolla,6.78730157593404,local,local_market_34.9,2026-02-13,0.348944968695287
cebolla blanca,cebolla,6.0924367967797,local,local_market_24.6,2026-02-13,0.245836292312015
cebolla blanca,cebolla,6.64340180754918,local,local_market_30.8,2026-02-13,0.308327594981529
cebolla blanca,cebolla,6.48107155003181,local,local_market_34.5,2026-02-13,0.345464135438669
cebolla blanca,cebolla,6.10765051348413,local,local_market_21.3,2026-02-13,0.213251361018047
chayote sin espinas,chayote,18.785794789525,local,local_market_36.4,2026-02-13,0.363572748063598
chayote sin espinas,chayote,15.5443547091474,local,local_market_18.8,2026-02-13,0.187912027270067
chayote sin espinas,chayote,19.2119708036188,local,local_market_34.7,2026-02-13,0.346879886148963
chayote sin espinas,chayote,17.618823331145,local,local_market_19.9,2026-02-13,0.199268312111963
chayote sin espinas,chayote,17.1854106077568,local,local_market_17,2026-02-13,0.169990636443254
chayote sin espinas,chayote,19.1268283787908,local,local_market_35.8,2026-02-13,0.358142624876928
chayote sin espinas,chayote,18.3340705661195,local,local_market_31.1,2026-02-13,0.311452567845117
chayote sin espinas,chayote,16.796870424464,local,local_market_16.7,2026-02-13,0.167042446648702
chayote sin espinas,chayote,16.8450650357495,local,local_market_22,2026-02-13,0.219938260188792
chayote sin espinas,chayote,17.488774933098,local,local_market_25.9,2026-02-13,0.259141157881822
chayote sin espinas,chayote,19.3146359063399,local,local_market_33.4,2026-02-13,0.333548054134008
chayote sin espinas,chayote,17.7059390149933,local,local_market_30.6,2026-02-13,0.305916888266802
chayote sin espinas,chayote,17.0881364253715,local,local_market_26.9,2026-02-13,0.268769686028827
chayote sin espinas,chayote,17.7506502685572,local,local_market_35,2026-02-13,0.350235071475618
chayote sin espinas,chayote,17.5608904488629,local,local_market_22.2,2026-02-13,0.221644613170065
chayote sin espinas,chayote,18.7464930497669,local,local_market_38.2,2026-02-13,0.381811325589661
chayote sin espinas,chayote,17.4163812608269,local,local_market_22.3,2026-02-13,0.222839194152039
chayote sin espinas,chayote,17.1347650757787,local,local_market_19.6,2026-02-13,0.196419523074292
chayote sin espinas,chayote,16.9283711711007,local,local_market_20.3,2026-02-13,0.203416925191414
chayote sin espinas,chayote,19.4455420632772,local,local_market_37.5,2026-02-13,0.375495257414877
chayote sin espinas,chayote,20.3743432694637,local,local_market_39.5,2026-02-13,0.395154270378407
chayote sin espinas,chayote,19.0468640622207,local,local_market_36.9,2026-02-13,0.368643049825914
chayote sin espinas,chayote,16.1092239813259,local,local_market_17.7,2026-02-13,0.177068716590293
chayote sin espinas,chayote,18.2221396707314,local,local_market_32.8,2026-02-13,0.327825585880782
chayote sin espinas,chayote,20.168189401937,local,local_market_33.4,2026-02-13,0.334056944504846
chayote sin espinas,chayote,16.5854181637184,local,local_market_18.1,2026-02-13,0.18074063983513
chayote sin espinas,chayote,19.1024027839078,local,local_market_30.2,2026-02-13,0.301708332938142
chayote sin espinas,chayote,17.6940051543995,local,local_market_32.3,2026-02-13,0.323461446422152
chayote sin espinas,chayote,17.0092892947655,local,local_market_22.6,2026-02-13,0.226010938966647
chayote sin espinas,chayote,17.2780694003086,local,local_market_24.2,2026-02-13,0.242403550981544
chayote sin espinas,chayote,16.6124939761881,local,local_market_19.1,2026-02-13,0.191381553397514
chayote sin espinas,chayote,19.7583840062784,local,local_market_36.8,2026-02-13,0.367632857733406
chayote sin espinas,chayote,16.3395814032382,local,local_market_16.7,2026-02-13,0.166726997040678
chayote sin espinas,chayote,15.2732714005665,local,local_market_16,2026-02-13,0.159765376860742
chayote sin espinas,chayote,17.9637896097648,local,local_market_23.6,2026-02-13,0.235663316363934
chayote sin espinas,chayote,18.0726389276386,local,local_market_24.9,2026-02-13,0.24862133837305
chayote sin espinas,chayote,16.2673997525904,local,local_market_15,2026-02-13,0.150107593892608
chayote sin espinas,chayote,18.1356254146308,local,local_market_26.4,2026-02-13,0.263919489667751
chayote sin espinas,chayote,17.6239285034784,local,local_market_36.1,2026-02-13,0.361044904775918
chayote sin espinas,chayote,17.7244607025155,local,local_market_37.2,2026-02-13,0.37164647950558
chayote sin espinas,chayote,17.716771601309,local,local_market_23.6,2026-02-13,0.235888206900563
chayote sin espinas,chayote,16.1948622735765,local,local_market_19.9,2026-02-13,0.199022374965716
chayote sin espinas,chayote,18.1515128804534,local,local_market_31.9,2026-02-13,0.319204137811903
chayote sin espinas,chayote,16.7183430984023,local,local_market_21,2026-02-13,0.210222452157177
chayote sin espinas,chayote,18.1703941717355,local,local_market_32.8,2026-02-13,0.328358046920039
chayote sin espinas,chayote,18.6203577170738,local,local_market_39.8,2026-02-13,0.398491272795945
chayote sin espinas,chayote,18.9317747700231,local,local_market_33,2026-02-13,0.330366835789755
chayote sin espinas,chayote,18.4950108590722,local,local_market_37.7,2026-02-13,0.376827730948571
chayote sin espinas,chayote,16.2780541596197,local,local_market_20.4,2026-02-13,0.204171922849491
chayote sin espinas,chayote,16.9265480163874,local,local_market_25.4,2026-02-13,0.25352042526938
chayote sin espinas,chayote,16.4250616614477,local,local_market_17.1,2026-02-13,0.17116070210468
chayote sin espinas,chayote,17.2009197094443,local,local_market_17.7,2026-02-13,0.177012515463866
chayote sin espinas,chayote,17.0669674023972,local,local_market_21.3,2026-02-13,0.213408132409677
chayote sin espinas,chayote,19.1161097543699,local,local_market_37.9,2026-02-13,0.379007736372296
chayote sin espinas,chayote,16.1949604077697,local,local_market_22.9,2026-02-13,0.229469936783426
chayote sin espinas,chayote,17.6090075201241,local,local_market_32.1,2026-02-13,0.321238356153481
chayote sin espinas,chayote,15.6460444081071,local,local_market_17.3,2026-02-13,0.173295207764022
chayote sin espinas,chayote,16.7203692017655,local,local_market_19.6,2026-02-13,0.19592596553266
chayote sin espinas,chayote,18.2544542141058,local,local_market_30.5,2026-02-13,0.304514675028622
chayote sin espinas,chayote,19.308364270979,local,local_market_37.4,2026-02-13,0.373929659230635
chayote sin espinas,chayote,16.8200098101064,local,local_market_17.3,2026-02-13,0.173127089079935
chayote sin espinas,chayote,18.4908844717051,local,local_market_34.5,2026-02-13,0.345427783823106
chayote sin espinas,chayote,17.6846176789839,local,local_market_25.1,2026-02-13,0.250984627089929
chayote sin espinas,chayote,17.6844284985821,local,local_market_25.3,2026-02-13,0.253313093888573
chayote sin espinas,chayote,17.4140899712679,local,local_market_35,2026-02-13,0.349710489832796
chayote sin espinas,chayote,18.3138659147416,local,local_market_31.3,2026-02-13,0.313346011540853
chayote sin espinas,chayote,17.4404411857753,local,local_market_21,2026-02-13,0.210061021242291
chayote sin espinas,chayote,19.3325817245662,local,local_market_31.4,2026-02-13,0.313570764765609
chayote sin espinas,chayote,18.4760587189868,local,local_market_28.7,2026-02-13,0.286830048053525
chayote sin espinas,chayote,16.9613954159262,local,local_market_19.5,2026-02-13,0.194529552164022
chayote sin espinas,chayote,17.9592641902895,local,local_market_31.5,2026-02-13,0.31534672974376
chayote sin espinas,chayote,18.1427701862342,local,local_market_37.8,2026-02-13,0.378169130743481
chayote sin espinas,chayote,16.9340390410206,local,local_market_21.5,2026-02-13,0.214545711677056
chayote sin espinas,chayote,17.9477932694956,local,local_market_26.5,2026-02-13,0.264669141068589
chayote sin espinas,chayote,15.6357352681283,local,local_market_19.1,2026-02-13,0.190972051676363
chayote sin espinas,chayote,17.0530243549444,local,local_market_25.6,2026-02-13,0.255525143269915
chayote sin espinas,chayote,17.2625098608677,local,local_market_27,2026-02-13,0.269945966347586
chayote sin espinas,chayote,19.5776151240628,local,local_market_36.2,2026-02-13,0.362107907165773
chayote sin espinas,chayote,18.3521460594867,local,local_market_31,2026-02-13,0.309570955962408
chayote sin espinas,chayote,16.5425405458086,local,local_market_16.3,2026-02-13,0.162786640727427
chayote sin espinas,chayote,16.4751533096555,local,local_market_17.9,2026-02-13,0.178707670164295
chayote sin espinas,chayote,19.0588327279303,local,local_market_34.4,2026-02-13,0.343545019661542
chayote sin espinas,chayote,18.0389726196128,local,local_market_31.9,2026-02-13,0.318656033929437
chayote sin espinas,chayote,16.9664174630812,local,local_market_18.6,2026-02-13,0.185755720979068
chayote sin espinas,chayote,18.3524911618701,local,local_market_30.3,2026-02-13,0.303144004521891
chayote sin espinas,chayote,17.192873200595,local,local_market_26.1,2026-02-13,0.261397227970883
chayote sin espinas,chayote,15.7128757973283,local,local_market_16,2026-02-13,0.160211730957963
chayote sin espinas,chayote,17.523189090975,local,local_market_29.5,2026-02-13,0.29548294513952
chayote sin espinas,chayote,18.1962477395337,local,local_market_39.3,2026-02-13,0.393435536860488
chayote sin espinas,chayote,16.0863423104523,local,local_market_17.3,2026-02-13,0.172758308856282
chayote sin espinas,chayote,18.0680325548578,local,local_market_26.6,2026-02-13,0.26614475317765
chayote sin espinas,chayote,18.4422921448128,local,local_market_29.7,2026-02-13,0.296810144709889
chayote sin espinas,chayote,19.2650875300644,local,local_market_32.6,2026-02-13,0.325764292420354
chayote sin espinas,chayote,16.586328227961,local,local_market_16,2026-02-13,0.160484164231457
chayote sin espinas,chayote,18.2066118271814,local,local_market_31.9,2026-02-13,0.318586352723651
chayote sin espinas,chayote,16.913607687537,local,local_market_18.1,2026-02-13,0.181129623763263
chayote sin espinas,chayote,17.3184977333061,local,local_market_27.4,2026-02-13,0.274087081523612
chayote sin espinas,chayote,18.4605261661754,local,local_market_32.6,2026-02-13,0.325949750700966
chayote sin espinas,chayote,18.4790990927942,local,local_market_32.8,2026-02-13,0.327740822837222
chayote sin espinas,chayote,18.421948060402,local,local_market_37.2,2026-02-13,0.371889322099742
chile serrano,chile serrano,15.8729227231083,local,local_market_23.8,2026-02-13,0.23764330559643
chile serrano,chile serrano,15.1271820481854,local,local_market_19,2026-02-13,0.190483077813406
chile serrano,chile serrano,16.0655959780635,local,local_market_21.2,2026-02-13,0.212367824080866
chile serrano,chile serrano,16.7537215460811,local,local_market_23.2,2026-02-13,0.231604425737169
chile serrano,chile serrano,14.8567224135489,local,local_market_16.9,2026-02-13,0.169275668251794
chile serrano,chile serrano,17.837854477305,local,local_market_36,2026-02-13,0.360160048794933
chile serrano,chile serrano,16.2670848582827,local,local_market_28.9,2026-02-13,0.288533628312871
chile serrano,chile serrano,16.0965198156598,local,local_market_26,2026-02-13,0.259929159516469
chile serrano,chile serrano,15.7791177852014,local,local_market_28.1,2026-02-13,0.281454362184741
chile serrano,chile serrano,16.6164910971333,local,local_market_27,2026-02-13,0.270362278597895
chile serrano,chile serrano,16.1333044996371,local,local_market_20.3,2026-02-13,0.203359742392786
chile serrano,chile serrano,15.7251619572747,local,local_market_16.2,2026-02-13,0.161518808023538
chile serrano,chile serrano,16.1455719973225,local,local_market_17.9,2026-02-13,0.179399934399407
chile serrano,chile serrano,15.5118925491868,local,local_market_19.1,2026-02-13,0.191090777085628
chile serrano,chile serrano,16.5653115408135,local,local_market_30.4,2026-02-13,0.304403322550934
chile serrano,chile serrano,17.5274380485874,local,local_market_35.5,2026-02-13,0.355247379315551
chile serrano,chile serrano,16.9837270525565,local,local_market_30.3,2026-02-13,0.303279012360144
chile serrano,chile serrano,17.9842669685745,local,local_market_35.9,2026-02-13,0.359429353708401
chile serrano,chile serrano,16.9553131897177,local,local_market_35.3,2026-02-13,0.352855023671873
chile serrano,chile serrano,17.8969998713924,local,local_market_32.1,2026-02-13,0.320662815216929
chile serrano,chile serrano,15.4134583672927,local,local_market_16.6,2026-02-13,0.166127301671077
chile serrano,chile serrano,17.6829523979934,local,local_market_39.5,2026-02-13,0.394891340320464
chile serrano,chile serrano,16.0578991077532,local,local_market_21.4,2026-02-13,0.213732197566424
chile serrano,chile serrano,17.7009487194526,local,local_market_34.7,2026-02-13,0.346626017277595
chile serrano,chile serrano,17.3623700982017,local,local_market_34.7,2026-02-13,0.346858627372421
chile serrano,chile serrano,18.0213693095784,local,local_market_35.7,2026-02-13,0.357313738879748
chile serrano,chile serrano,17.8441133935369,local,local_market_38.4,2026-02-13,0.384354432031978
chile serrano,chile serrano,14.1920859093108,local,local_market_16.4,2026-02-13,0.164085611270275
chile serrano,chile serrano,15.811620004265,local,local_market_23.9,2026-02-13,0.2394998741569
chile serrano,chile serrano,14.3696464606286,local,local_market_17.2,2026-02-13,0.171514776453841
chile serrano,chile serrano,17.2255947547989,local,local_market_30.7,2026-02-13,0.307021603139583
chile serrano,chile serrano,14.8503030408969,local,local_market_16.9,2026-02-13,0.168726046313532
chile serrano,chile serrano,15.8939006371508,local,local_market_28.2,2026-02-13,0.282425159681588
chile serrano,chile serrano,17.4515510292698,local,local_market_33.6,2026-02-13,0.335868126282003
chile serrano,chile serrano,17.7208797187272,local,local_market_38.6,2026-02-13,0.385618277161848
chile serrano,chile serrano,15.8672780737336,local,local_market_21.8,2026-02-13,0.217515702336095
chile serrano,chile serrano,15.4431543205388,local,local_market_21.5,2026-02-13,0.215444146457594
chile serrano,chile serrano,15.0169156379638,local,local_market_17,2026-02-13,0.170099552930333
chile serrano,chile serrano,16.6567414911728,local,local_market_24.1,2026-02-13,0.241222518472932
chile serrano,chile serrano,16.6280696008268,local,local_market_29.5,2026-02-13,0.294750371575356
chile serrano,chile serrano,16.6680060532823,local,local_market_26.9,2026-02-13,0.269439337344375
chile serrano,chile serrano,16.407929735135,local,local_market_27.8,2026-02-13,0.277527784788981
chile serrano,chile serrano,18.7562173018702,local,local_market_39,2026-02-13,0.390190500917379
chile serrano,chile serrano,15.9649322346658,local,local_market_26.3,2026-02-13,0.262871658231597
chile serrano,chile serrano,15.9104744677264,local,local_market_20.9,2026-02-13,0.209186468599364
chile serrano,chile serrano,14.8438609825132,local,local_market_17,2026-02-13,0.169768670084886
chile serrano,chile serrano,16.2530422254596,local,local_market_27.9,2026-02-13,0.278834518138319
chile serrano,chile serrano,17.0596940565586,local,local_market_21.9,2026-02-13,0.219296897214372
chile serrano,chile serrano,15.9278567476051,local,local_market_24.9,2026-02-13,0.248873178183567
chile serrano,chile serrano,17.4038077899825,local,local_market_26.5,2026-02-13,0.265331918350421
chile serrano,chile serrano,15.1277924043419,local,local_market_15.4,2026-02-13,0.153729776886757
chile serrano,chile serrano,15.7811174835753,local,local_market_20.6,2026-02-13,0.206487379886676
chile serrano,chile serrano,15.9827703182464,local,local_market_24.9,2026-02-13,0.249117686157115
chile serrano,chile serrano,15.2937795213355,local,local_market_17.2,2026-02-13,0.171703695703764
chile serrano,chile serrano,16.2595443850769,local,local_market_21.8,2026-02-13,0.218351179885212
chile serrano,chile serrano,18.3325943574339,local,local_market_38.2,2026-02-13,0.382229007699061
chile serrano,chile serrano,16.9095393983816,local,local_market_27.1,2026-02-13,0.2706327098771
chile serrano,chile serrano,15.6425610936256,local,local_market_20.8,2026-02-13,0.207502022129484
chile serrano,chile serrano,16.4221708791639,local,local_market_20.4,2026-02-13,0.203850232390687
chile serrano,chile serrano,16.0084988722788,local,local_market_20.4,2026-02-13,0.204488980269525
chile serrano,chile serrano,14.0305065027413,local,local_market_15.7,2026-02-13,0.157340530166402
chile serrano,chile serrano,17.6551125913259,local,local_market_37,2026-02-13,0.37009920788696
chile serrano,chile serrano,15.036226677641,local,local_market_18.8,2026-02-13,0.188468568178359
chile serrano,chile serrano,16.1305039708138,local,local_market_23.4,2026-02-13,0.233512832352426
chile serrano,chile serrano,16.6967220243628,local,local_market_30.5,2026-02-13,0.305462938128039
chile serrano,chile serrano,17.7536228583118,local,local_market_38.2,2026-02-13,0.381579815794248
chile serrano,chile serrano,17.9597133915011,local,local_market_39,2026-02-13,0.389731926063541
chile serrano,chile serrano,16.5154116832166,local,local_market_24.5,2026-02-13,0.244884638208896
chile serrano,chile serrano,17.210689809379,local,local_market_34,2026-02-13,0.340324332972523
chile serrano,chile serrano,15.748411168756,local,local_market_18.8,2026-02-13,0.187537427386269
chile serrano,chile serrano,18.2450992513424,local,local_market_36.6,2026-02-13,0.366451023239642
chile serrano,chile serrano,16.5236295228994,local,local_market_30.3,2026-02-13,0.303415384760592
chile serrano,chile serrano,15.4269348967048,local,local_market_21.1,2026-02-13,0.210975279135164
chile serrano,chile serrano,16.70344827433,local,local_market_26.5,2026-02-13,0.264900506392587
chile serrano,chile serrano,16.2001712395213,local,local_market_27.5,2026-02-13,0.275369721790776
chile serrano,chile serrano,18.8553285984361,local,local_market_38.8,2026-02-13,0.388011061330326
chile serrano,chile serrano,14.9640149893997,local,local_market_18,2026-02-13,0.180285050335806
chile serrano,chile serrano,16.9266888746651,local,local_market_33.8,2026-02-13,0.338319255772512
chile serrano,chile serrano,15.617451305634,local,local_market_19.6,2026-02-13,0.195811239106115
chile serrano,chile serrano,14.3999782182082,local,local_market_20.2,2026-02-13,0.202327099663671
chile serrano,chile serrano,15.1016149562452,local,local_market_20.3,2026-02-13,0.202886895195115
chile serrano,chile serrano,17.7863640597857,local,local_market_39.3,2026-02-13,0.392742095899303
chile serrano,chile serrano,17.0810883575406,local,local_market_29.6,2026-02-13,0.296478133567143
chile serrano,chile serrano,17.0272760032045,local,local_market_25,2026-02-13,0.249670330411755
chile serrano,chile serrano,16.6546493562918,local,local_market_32.4,2026-02-13,0.323990440496709
chile serrano,chile serrano,15.9364187335252,local,local_market_20.7,2026-02-13,0.206666371470783
chile serrano,chile serrano,15.5052707084867,local,local_market_20.5,2026-02-13,0.204993149882648
chile serrano,chile serrano,17.4178582214874,local,local_market_26.4,2026-02-13,0.264342130720615
chile serrano,chile serrano,17.2745821550738,local,local_market_37.8,2026-02-13,0.377502165478654
chile serrano,chile serrano,14.6157378880535,local,local_market_15.3,2026-02-13,0.153085284552071
chile serrano,chile serrano,15.6386482985992,local,local_market_19.9,2026-02-13,0.199345818522852
chile serrano,chile serrano,16.8282449876935,local,local_market_31.2,2026-02-13,0.312090611003805
chile serrano,chile serrano,16.7074318861139,local,local_market_30.6,2026-02-13,0.306037564796861
chile serrano,chile serrano,16.034679897099,local,local_market_25.9,2026-02-13,0.258550793665927
chile serrano,chile serrano,17.3607585937306,local,local_market_30.2,2026-02-13,0.301595439238008
chile serrano,chile serrano,16.9780405318371,local,local_market_31.3,2026-02-13,0.312649923178833
chile serrano,chile serrano,16.7285086229012,local,local_market_22.7,2026-02-13,0.227447640593164
chile serrano,chile serrano,16.1858407252299,local,local_market_27.2,2026-02-13,0.272415572113823
chile serrano,chile serrano,15.085171945364,local,local_market_21.7,2026-02-13,0.21717258511344
chile serrano,chile serrano,17.3308515103797,local,local_market_29.5,2026-02-13,0.294586252688896
espinaca,espinaca,23.4884785447348,local,local_market_30.8,2026-02-13,0.308103308349382
espinaca,espinaca,25.9754831666229,local,local_market_39.1,2026-02-13,0.391403342457488
espinaca,espinaca,25.1323519514812,local,local_market_36.6,2026-02-13,0.366400270757731
espinaca,espinaca,23.5813144555403,local,local_market_36.4,2026-02-13,0.363619629852474
espinaca,espinaca,22.5044497545425,local,local_market_30.2,2026-02-13,0.301657678128686
espinaca,espinaca,24.8139727567281,local,local_market_39.8,2026-02-13,0.398417207039893
espinaca,espinaca,22.1060909613118,local,local_market_32.4,2026-02-13,0.324152307154145
espinaca,espinaca,25.4317852760918,local,local_market_38.5,2026-02-13,0.385497501271311
espinaca,espinaca,23.9477073474113,local,local_market_31.2,2026-02-13,0.311953389004339
espinaca,espinaca,20.7061257992373,local,local_market_16.2,2026-02-13,0.162492338544689
espinaca,espinaca,20.9228082453497,local,local_market_16.2,2026-02-13,0.162147673522122
espinaca,espinaca,23.3506931655632,local,local_market_19.2,2026-02-13,0.191765954869334
espinaca,espinaca,22.0317641634758,local,local_market_25.9,2026-02-13,0.258725378522649
espinaca,espinaca,24.7111366245676,local,local_market_37.7,2026-02-13,0.377403660479467
espinaca,espinaca,23.6610637140571,local,local_market_28.3,2026-02-13,0.282771744800266
espinaca,espinaca,21.2144260400434,local,local_market_15.8,2026-02-13,0.157576337666251
espinaca,espinaca,24.5924622036966,local,local_market_31,2026-02-13,0.310253609938081
espinaca,espinaca,22.1500327965096,local,local_market_23.5,2026-02-13,0.234682737593539
espinaca,espinaca,22.4552182885822,local,local_market_24.4,2026-02-13,0.244459819199983
espinaca,espinaca,23.4907658457672,local,local_market_29.3,2026-02-13,0.293048998143058
espinaca,espinaca,23.1611272898809,local,local_market_29.8,2026-02-13,0.297961575421505
espinaca,espinaca,24.5299858683794,local,local_market_32.2,2026-02-13,0.322431150684133
espinaca,espinaca,23.49079478802,local,local_market_36.3,2026-02-13,0.362655696494039
espinaca,espinaca,21.2657150776917,local,local_market_17.5,2026-02-13,0.174694557825569
espinaca,espinaca,22.5429568581853,local,local_market_25.6,2026-02-13,0.256094685266726
espinaca,espinaca,21.5701048379957,local,local_market_26.4,2026-02-13,0.264089688519016
espinaca,espinaca,24.1010099452444,local,local_market_30.7,2026-02-13,0.306809656065889
espinaca,espinaca,23.693101478844,local,local_market_33.5,2026-02-13,0.335007832653355
espinaca,espinaca,23.2064559604425,local,local_market_32.3,2026-02-13,0.322802240180317
espinaca,espinaca,24.1497158866086,local,local_market_31,2026-02-13,0.309589473507367
espinaca,espinaca,24.7895605152596,local,local_market_39.2,2026-02-13,0.392283180938102
espinaca,espinaca,25.6270864155892,local,local_market_39.2,2026-02-13,0.392439433466643
espinaca,espinaca,20.2920544195945,local,local_market_17,2026-02-13,0.170258608972654
espinaca,espinaca,24.6642404533816,local,local_market_34,2026-02-13,0.340242890967056
espinaca,espinaca,25.607173318996,local,local_market_37.8,2026-02-13,0.377880664984696
espinaca,espinaca,24.1057505290408,local,local_market_38,2026-02-13,0.380076157138683
espinaca,espinaca,22.2414882621964,local,local_market_26.9,2026-02-13,0.268648955016397
espinaca,espinaca,24.1600755391062,local,local_market_32.8,2026-02-13,0.32796029773308
espinaca,espinaca,21.8217576777092,local,local_market_26.1,2026-02-13,0.260732114640996
espinaca,espinaca,22.4189673070781,local,local_market_22.6,2026-02-13,0.225770667055622
espinaca,espinaca,25.4981388516167,local,local_market_38.5,2026-02-13,0.384822054917458
espinaca,espinaca,24.6786623970632,local,local_market_33.8,2026-02-13,0.33800543010002
espinaca,espinaca,20.8994045781927,local,local_market_22.1,2026-02-13,0.221038155641872
espinaca,espinaca,22.5863759204058,local,local_market_26.9,2026-02-13,0.269465838419274
espinaca,espinaca,24.744760833317,local,local_market_36.4,2026-02-13,0.364180477196351
espinaca,espinaca,22.4472384838726,local,local_market_24.2,2026-02-13,0.241716728638858
espinaca,espinaca,22.5572722911016,local,local_market_28,2026-02-13,0.279564223054331
espinaca,espinaca,23.4432334137594,local,local_market_25.8,2026-02-13,0.258110040193424
espinaca,espinaca,21.6867506566745,local,local_market_20.3,2026-02-13,0.20273460916942
espinaca,espinaca,20.468860996686,local,local_market_15.9,2026-02-13,0.159491897828411
espinaca,espinaca,21.5602652634763,local,local_market_24.7,2026-02-13,0.246726355957799
espinaca,espinaca,22.847816423591,local,local_market_26.3,2026-02-13,0.262769925792236
espinaca,espinaca,21.7331291334299,local,local_market_24.2,2026-02-13,0.241533071827143
espinaca,espinaca,21.4041462853539,local,local_market_22.3,2026-02-13,0.223453215358313
espinaca,espinaca,20.082321110756,local,local_market_15.7,2026-02-13,0.156912799493875
espinaca,espinaca,24.1203264492999,local,local_market_35.4,2026-02-13,0.354346726241056
espinaca,espinaca,23.500745878339,local,local_market_34,2026-02-13,0.340122239291668
espinaca,espinaca,24.536100897033,local,local_market_34.9,2026-02-13,0.348847591120284
espinaca,espinaca,23.5618354276037,local,local_market_28.7,2026-02-13,0.286811212869361
espinaca,espinaca,21.6582469582318,local,local_market_18.5,2026-02-13,0.184870491828769
espinaca,espinaca,22.1485213623117,local,local_market_22.8,2026-02-13,0.228277003485709
espinaca,espinaca,22.8118008966901,local,local_market_32.6,2026-02-13,0.32626262048725
espinaca,espinaca,24.2639231214121,local,local_market_27.9,2026-02-13,0.278970467543695
espinaca,espinaca,21.1653350411878,local,local_market_19.3,2026-02-13,0.192833043728024
espinaca,espinaca,23.3851865716406,local,local_market_26,2026-02-13,0.260111471789423
espinaca,espinaca,22.019478092699,local,local_market_17.9,2026-02-13,0.179044395720121
espinaca,espinaca,21.552336839278,local,local_market_15.6,2026-02-13,0.155595531547442
espinaca,espinaca,21.5259846019725,local,local_market_20.4,2026-02-13,0.204143949295394
espinaca,espinaca,21.2669609304779,local,local_market_19,2026-02-13,0.189560888078995
espinaca,espinaca,24.9330832303404,local,local_market_35.5,2026-02-13,0.354921798023861
espinaca,espinaca,25.4428517176647,local,local_market_38.8,2026-02-13,0.387634661374614
espinaca,espinaca,24.7813323709132,local,local_market_35.2,2026-02-13,0.352053022920154
espinaca,espinaca,25.5388649751629,local,local_market_37.6,2026-02-13,0.3761207846459
espinaca,espinaca,23.1811723284736,local,local_market_29.7,2026-02-13,0.297100603790022
espinaca,espinaca,25.1919666640942,local,local_market_39.9,2026-02-13,0.399437997525092
espinaca,espinaca,22.2781086326951,local,local_market_23,2026-02-13,0.230370213079732
espinaca,espinaca,24.0204482031823,local,local_market_28,2026-02-13,0.279907041904517
espinaca,espinaca,23.1941969795754,local,local_market_29.2,2026-02-13,0.292070258210879
espinaca,espinaca,21.038002043782,local,local_market_20.7,2026-02-13,0.206790788890794
espinaca,espinaca,22.0088599062518,local,local_market_27,2026-02-13,0.269598485529423
espinaca,espinaca,23.439376847888,local,local_market_28.9,2026-02-13,0.289019460300915
espinaca,espinaca,25.9573814752087,local,local_market_38.4,2026-02-13,0.383994445588905
espinaca,espinaca,22.3758845527897,local,local_market_20.1,2026-02-13,0.200918008899316
espinaca,espinaca,20.9548022586689,local,local_market_15.2,2026-02-13,0.151567612984218
espinaca,espinaca,22.0399929756819,local,local_market_23.8,2026-02-13,0.238264018413611
espinaca,espinaca,20.4367869715158,local,local_market_19.2,2026-02-13,0.191894950554706
espinaca,espinaca,24.135399425454,local,local_market_33.9,2026-02-13,0.339184362825472
espinaca,espinaca,23.5569357641743,local,local_market_25.4,2026-02-13,0.253938612795901
espinaca,espinaca,22.1032276220026,local,local_market_20.4,2026-02-13,0.20364285397809
espinaca,espinaca,21.2661324947346,local,local_market_18.4,2026-02-13,0.184351220412646
espinaca,espinaca,19.8675031208682,local,local_market_17.8,2026-02-13,0.177610226243269
espinaca,espinaca,21.0428169760186,local,local_market_19,2026-02-13,0.190499567519873
espinaca,espinaca,23.762818496924,local,local_market_29.1,2026-02-13,0.291191377944779
espinaca,espinaca,21.1096631880757,local,local_market_22.2,2026-02-13,0.221788137196563
espinaca,espinaca,24.517947227412,local,local_market_39.7,2026-02-13,0.397110117867123
espinaca,espinaca,25.0692914898445,local,local_market_35.7,2026-02-13,0.356681679817848
espinaca,espinaca,22.7749044482344,local,local_market_23.2,2026-02-13,0.231994181324262
espinaca,espinaca,23.0399333217917,local,local_market_34.5,2026-02-13,0.345414227840956
